,uId,storeId,action,eventTime
221,34,0,appPageScroll,10.4832560484437
222,34,0,appPageScroll,10.483798825399086
223,34,0,appPageScroll,10.485030234428303
224,34,0,appPageScroll,10.485392987328542
225,35,2,serverInit,10.489410678234199
226,35,2,viewAppPage,10.490333908918938
227,35,2,galleryScroll,10.490476421018725
228,35,2,galleryScroll,10.490705222753808
229,35,2,galleryScroll,10.491030273394513
230,35,2,galleryScroll,10.491763302401019
231,35,2,galleryScroll,10.4921257997161
232,36,0,serverInit,10.57306452227354
233,36,0,viewAppPage,10.573190313767785
234,36,0,galleryScroll,10.57336254022327
235,36,0,galleryScroll,10.573403729375359
236,36,0,galleryScroll,10.573733337543255
237,36,0,appRedirect,10.574494449903952
238,37,2,serverInit,10.637492300881057
239,37,2,viewAppPage,10.637826400089141
240,37,2,galleryScroll,10.638847212107175
241,37,2,galleryScroll,10.639230472696097
242,37,2,galleryScroll,10.639527013242311
243,37,2,galleryScroll,10.639622395026137
244,37,2,galleryScroll,10.639775825588394
245,38,0,serverInit,10.67291875130204
246,38,0,viewAppPage,10.672944318630474
247,39,1,serverInit,10.693047376112112
248,40,0,serverInit,10.734238293717018
249,40,0,viewAppPage,10.735190694827226
250,40,0,appPageScroll,10.735907113654257
251,40,0,appPageScroll,10.73613142316375
252,40,0,appPageScroll,10.73625727681801
253,40,0,appPageScroll,10.736618638084822
254,40,0,appPageScroll,10.736626702646051
255,40,0,galleryScroll,10.736708858758446
256,40,0,galleryScroll,10.736842635438752
257,40,0,galleryScroll,10.73740680472249
258,40,0,galleryScroll,10.737765759184647
259,40,0,galleryScroll,10.73778155120119
260,40,0,galleryScroll,10.738030145801071
261,40,0,galleryScroll,10.740165645455722
262,40,0,galleryScroll,10.740221703426052
263,40,0,galleryScroll,10.740453690936313
264,40,0,galleryScroll,10.74066259640753
265,40,0,galleryScroll,10.74138164858409
266,40,0,galleryScroll,10.741495757555857
267,41,0,serverInit,10.784202562512847
268,41,0,viewAppPage,10.784449735506522
269,41,0,galleryScroll,10.785059970590416
270,41,0,galleryScroll,10.785713291785111
271,41,0,galleryScroll,10.785962459018391
272,41,0,galleryScroll,10.786363953326916
273,41,0,galleryScroll,10.786439064116966
274,41,0,appRedirect,10.787236327602706
275,42,1,serverInit,10.808965520905582
276,42,1,viewAppPage,10.809414078787386
277,42,1,galleryScroll,10.809753763141876
278,42,1,galleryScroll,10.80985122754856
279,42,1,galleryScroll,10.810182403823866
280,43,2,serverInit,10.83620382640629
281,43,2,viewAppPage,10.836374167624228
282,43,2,galleryScroll,10.838729995053448
283,43,2,galleryScroll,10.838948473430886
284,43,2,galleryScroll,10.839091476486974
285,43,2,appPageScroll,10.839268052865295
286,44,1,serverInit,10.88451257739297
287,44,1,viewAppPage,10.884549054617715
288,44,1,galleryScroll,10.884928352412377
289,44,1,galleryScroll,10.88570951265918
290,44,1,galleryScroll,10.886600051420679
291,44,1,galleryScroll,10.88708698953831
292,44,1,galleryScroll,10.88738811498267
293,45,2,serverInit,11.040033667722236
294,45,2,viewAppPage,11.040247375222904
295,45,2,galleryScroll,11.04056775311252
296,45,2,appPageScroll,11.041582348078688
297,45,2,appPageScroll,11.041642264719622
298,45,2,appPageScroll,11.042052074194338
299,45,2,openReviews,11.042396507430709
300,46,1,serverInit,11.096363478712277
301,47,1,serverInit,11.117641782442707
302,47,1,viewAppPage,11.117675443761225
303,47,1,galleryScroll,11.11835148114077
304,47,1,galleryScroll,11.11863934619521
305,47,1,galleryScroll,11.118922066413072
306,47,1,galleryScroll,11.119232646438284
307,47,1,galleryScroll,11.12017389500175
308,48,2,serverInit,11.138431079441451
309,48,2,viewAppPage,11.138951494957023
310,48,2,galleryScroll,11.139487175781332
311,48,2,galleryScroll,11.140220280469547
312,48,2,galleryScroll,11.140383138178173
313,48,2,galleryScroll,11.141002755914085
314,48,2,galleryScroll,11.142198379156353
315,49,2,serverInit,11.177129565732578
316,49,2,viewAppPage,11.177251304315567
317,49,2,galleryScroll,11.177709572471189
318,49,2,galleryScroll,11.177747160538024
319,49,2,galleryScroll,11.178299915725242
320,49,2,galleryScroll,11.178458747792611
321,49,2,galleryScroll,11.178786010353194
322,50,0,serverInit,11.19180591388056
323,50,0,viewAppPage,11.192588638278519
324,50,0,galleryScroll,11.19300057743751
325,50,0,galleryScroll,11.193014116018087
326,50,0,galleryScroll,11.193699725467276
327,50,0,galleryScroll,11.19370978277166
328,50,0,appRedirect,11.194219658982862
329,51,0,serverInit,11.206159217722746
330,51,0,viewAppPage,11.206264593876556
331,52,1,serverInit,11.25221999201376
332,52,1,viewAppPage,11.252220182427337
333,52,1,appRedirect,11.252360028379963
334,53,1,serverInit,11.258045778524776
335,53,1,viewAppPage,11.258228594344851
336,53,1,galleryScroll,11.25828352384429
337,53,1,galleryScroll,11.258558360165907
338,53,1,galleryScroll,11.25857755897591
339,53,1,galleryScroll,11.25881662452806
340,53,1,galleryScroll,11.25887504233317
341,54,1,serverInit,11.300227412825322
342,54,1,viewAppPage,11.300303956297881
343,54,1,galleryScroll,11.300585915550013
344,54,1,galleryScroll,11.301391701958467
345,54,1,galleryScroll,11.3025161131377
346,54,1,galleryScroll,11.302979266604405
347,54,1,galleryScroll,11.303002186643376
348,54,1,appPageScroll,11.303061823053387
349,54,1,appPageScroll,11.30390009267203
350,54,1,appPageScroll,11.304028499396336
351,55,1,serverInit,11.328931235937118
352,55,1,viewAppPage,11.329544168923318
353,55,1,galleryScroll,11.32973896879233
354,55,1,galleryScroll,11.32991181383674
355,55,1,galleryScroll,11.330140624996055
356,55,1,galleryScroll,11.330308048740502
357,55,1,galleryScroll,11.330429421593566
358,55,1,appRedirect,11.330877945041548
359,56,1,serverInit,11.40743733205851
360,56,1,viewAppPage,11.407610627766713
361,56,1,appRedirect,11.407802503984287
362,57,2,serverInit,11.495098814329841
363,57,2,viewAppPage,11.495480031749407
364,57,2,galleryScroll,11.49559086306142
365,57,2,galleryScroll,11.496565790125487
366,57,2,galleryScroll,11.497197128141677
367,57,2,galleryScroll,11.497626522748268
368,57,2,galleryScroll,11.498736903129279
369,58,0,serverInit,11.570080607858921
370,58,0,viewAppPage,11.570237949979665
371,58,0,galleryScroll,11.570276420939807
372,58,0,galleryScroll,11.57089071179708
373,59,2,serverInit,11.644668436178135
374,59,2,viewAppPage,11.644937944773218
375,59,2,galleryScroll,11.645138829818919
376,59,2,galleryScroll,11.645258912930137
377,59,2,galleryScroll,11.646109516647947
378,60,2,serverInit,11.674525861656852
379,60,2,viewAppPage,11.674599656508938
380,60,2,galleryScroll,11.674879500724387
381,60,2,galleryScroll,11.675859734541858
382,60,2,galleryScroll,11.676300989613786
383,60,2,galleryScroll,11.676409797207404
384,60,2,galleryScroll,11.678269302815222
385,61,1,serverInit,11.744931804053497
386,61,1,viewAppPage,11.745278112421841
387,61,1,galleryScroll,11.746253870703438
388,61,1,galleryScroll,11.746296694286011
389,62,1,serverInit,11.7714394321308
390,62,1,viewAppPage,11.771697665735184
391,63,1,serverInit,11.825725941187049
392,63,1,viewAppPage,11.825790998618896
393,63,1,appRedirect,11.827439428547233
394,64,0,serverInit,11.850890138635709
395,64,0,viewAppPage,11.851251284323238
396,64,0,galleryScroll,11.85166325207451
397,64,0,galleryScroll,11.853150880197976
398,64,0,galleryScroll,11.85334241948166
399,64,0,galleryScroll,11.854016981565149
400,65,1,serverInit,11.888488982215579
401,65,1,viewAppPage,11.88864805762978
402,65,1,appRedirect,11.888719760937812
403,66,2,serverInit,11.892542381158188
404,66,2,viewAppPage,11.893074939663427
405,66,2,galleryScroll,11.893917483152393
406,66,2,galleryScroll,11.894164298744503
407,66,2,galleryScroll,11.896332566601595
408,66,2,galleryScroll,11.896361687332039
409,66,2,appPageScroll,11.896450633949515
410,66,2,appPageScroll,11.896528528539719
411,66,2,appPageScroll,11.896656168446192
412,66,2,appRedirect,11.897142372748966
413,67,0,serverInit,11.910284722574712
414,67,0,viewAppPage,11.910722446788006
415,67,0,appRedirect,11.91127765965397
416,68,1,serverInit,12.137611822874758
417,68,1,viewAppPage,12.138718253245518
418,68,1,galleryScroll,12.138816997801579
419,68,1,galleryScroll,12.139114232151007
420,68,1,galleryScroll,12.1393659097636
421,68,1,galleryScroll,12.139882890930773
422,68,1,galleryScroll,12.139953472264322
423,69,1,serverInit,12.146685337611203
424,69,1,viewAppPage,12.146976923169333
425,69,1,galleryScroll,12.147329882435036
426,69,1,galleryScroll,12.14805149938202
427,69,1,galleryScroll,12.148201027657365
428,69,1,appRedirect,12.14956304387005
429,70,1,serverInit,12.187391664003774
430,70,1,viewAppPage,12.187524568221308
431,70,1,appRedirect,12.187613346901832
432,71,1,serverInit,12.223778854579454
433,71,1,viewAppPage,12.223949753661918
434,71,1,appRedirect,12.224020982113986
435,72,2,serverInit,12.268333490558692
436,73,1,serverInit,12.290643999463192
437,73,1,viewAppPage,12.29083266359404
438,73,1,openReviews,12.291861878017171
439,73,1,galleryScroll,12.29935741763087
440,73,1,galleryScroll,12.299450230754124
441,73,1,galleryScroll,12.299537161091274
442,73,1,galleryScroll,12.299806921352253
443,73,1,galleryScroll,12.300565141072486
444,73,1,galleryScroll,12.300647046398488
445,73,1,galleryScroll,12.301104983968886
446,73,1,galleryScroll,12.301275904830513
447,73,1,galleryScroll,12.301580284811873
448,73,1,galleryScroll,12.302579754940696
449,73,1,appPageScroll,12.302657403574738
450,73,1,appPageScroll,12.303335331497141
451,73,1,appPageScroll,12.303341341071881
452,73,1,appPageScroll,12.303378986482146
453,73,1,appPageScroll,12.303456845476559
454,73,1,appPageScroll,12.303709043294097
455,74,0,serverInit,12.32207424110969
456,75,1,serverInit,12.324473686348384
457,75,1,viewAppPage,12.324649685654332
458,76,0,serverInit,12.327081245330355
459,76,0,viewAppPage,12.32740881221815
460,76,0,galleryScroll,12.327720143548259
461,76,0,galleryScroll,12.32774703510433
462,76,0,galleryScroll,12.327890987389956
463,76,0,galleryScroll,12.32810338875691
464,76,0,galleryScroll,12.329143826897587
465,77,1,serverInit,12.33476116696038
466,77,1,viewAppPage,12.335014761117693
467,77,1,galleryScroll,12.335887051629184
468,77,1,galleryScroll,12.336452175534774
469,77,1,openReviews,12.336657811479677
477,78,1,serverInit,12.340462692506582
478,78,1,viewAppPage,12.340571300458029
479,78,1,galleryScroll,12.340808980325171
480,78,1,galleryScroll,12.341051960298222
481,78,1,galleryScroll,12.341394294162832
470,77,1,appPageScroll,12.341809381077312
482,78,1,galleryScroll,12.341857568280028
471,77,1,appPageScroll,12.341866035805605
472,77,1,appPageScroll,12.341952138234753
473,77,1,appPageScroll,12.34202915433494
474,77,1,appPageScroll,12.342177614504426
483,78,1,galleryScroll,12.342317513569139
475,77,1,appPageScroll,12.342410110611219
476,77,1,appRedirect,12.342514246034828
484,78,1,appPageScroll,12.343415542030403
485,78,1,appPageScroll,12.343533786950367
486,79,2,serverInit,12.344113800765149
487,79,2,viewAppPage,12.344133937618775
488,80,1,serverInit,12.348906326611358
489,80,1,viewAppPage,12.348935199460792
490,80,1,galleryScroll,12.350750616631098
491,80,1,galleryScroll,12.35154397758307
492,80,1,galleryScroll,12.351681441731712
493,80,1,galleryScroll,12.352458905690458
494,80,1,galleryScroll,12.352735957305375
495,80,1,appRedirect,12.35299408009132
496,81,0,serverInit,12.376800033583754
497,81,0,viewAppPage,12.377484121208802
498,81,0,galleryScroll,12.378406979778424
499,81,0,galleryScroll,12.378678755025676
500,81,0,galleryScroll,12.378903808290604
501,81,0,galleryScroll,12.379058633255553
502,81,0,galleryScroll,12.37919699570487
503,81,0,openReviews,12.379261794881613
507,82,0,serverInit,12.384000965315545
508,82,0,viewAppPage,12.3840263586962
504,81,0,appPageScroll,12.394707818896405
505,81,0,appPageScroll,12.395189345978228
506,81,0,appRedirect,12.395827466003176
509,83,1,serverInit,12.489185548119554
510,83,1,viewAppPage,12.489265382902596
511,83,1,galleryScroll,12.49100706541109
512,83,1,galleryScroll,12.491065293005471
513,83,1,appRedirect,12.491089693978624
514,84,2,serverInit,12.528802295715488
515,84,2,viewAppPage,12.52883504373807
516,84,2,galleryScroll,12.529482264398144
517,84,2,galleryScroll,12.52967774677158
518,84,2,galleryScroll,12.53009051231072
519,84,2,galleryScroll,12.53085030707822
520,84,2,galleryScroll,12.53101710852524
521,84,2,appPageScroll,12.531425932131992
522,84,2,appPageScroll,12.531460871378052
523,84,2,appPageScroll,12.531849092444071
524,85,1,serverInit,12.555758954872081
525,85,1,viewAppPage,12.556043658820078
526,85,1,appRedirect,12.557482343737792
527,86,2,serverInit,12.598273544122714
528,86,2,viewAppPage,12.598308352120295
529,86,2,galleryScroll,12.59846287683509
530,86,2,galleryScroll,12.598521211983348
531,86,2,galleryScroll,12.600073544716755
532,86,2,galleryScroll,12.600711761438683
533,86,2,galleryScroll,12.600836086546424
534,86,2,galleryScroll,12.602400267368228
535,86,2,galleryScroll,12.602454454485674
536,86,2,galleryScroll,12.602648243407828
537,86,2,galleryScroll,12.602697749285582
538,87,2,serverInit,12.608878700783505
539,87,2,viewAppPage,12.608901492886513
540,87,2,galleryScroll,12.609657341203306
541,87,2,galleryScroll,12.609993046902547
542,87,2,galleryScroll,12.610166793532096
543,87,2,galleryScroll,12.61074209247917
544,87,2,appRedirect,12.610847909905118
545,88,2,serverInit,12.699347570688527
546,88,2,viewAppPage,12.699508379868174
547,88,2,galleryScroll,12.699719160315365
548,88,2,galleryScroll,12.699727135856609
549,88,2,galleryScroll,12.700036643182358
550,88,2,galleryScroll,12.700255770325173
551,88,2,galleryScroll,12.701336602367295
552,89,1,serverInit,12.762608942813722
553,89,1,viewAppPage,12.762681337341009
554,90,1,serverInit,12.807463347239013
555,91,0,serverInit,12.830115240513157
556,91,0,viewAppPage,12.830427658088421
557,91,0,galleryScroll,12.831470619886966
558,91,0,galleryScroll,12.83161621918766
559,91,0,galleryScroll,12.831673744133491
560,91,0,galleryScroll,12.832404972841712
561,91,0,galleryScroll,12.83300160101819
562,91,0,galleryScroll,12.833069384684347
563,92,2,serverInit,12.894008785937128
564,92,2,viewAppPage,12.894298806605288
565,92,2,appPageScroll,12.894539943966661
566,92,2,openReviews,12.894805728340542
567,92,2,galleryScroll,12.895599799650169
568,92,2,galleryScroll,12.895725176642799
569,92,2,galleryScroll,12.896401717036632
570,92,2,galleryScroll,12.897580717720546
571,92,2,galleryScroll,12.897882531201736
572,92,2,galleryScroll,12.898233924589555
573,92,2,galleryScroll,12.898238167593595
574,93,1,serverInit,12.94127681793984
575,93,1,viewAppPage,12.941278265535402
576,93,1,galleryScroll,12.94131532255778
577,93,1,galleryScroll,12.941559792158614
578,93,1,galleryScroll,12.941640477724626
579,93,1,galleryScroll,12.941977749004042
580,94,1,serverInit,12.978653425723552
581,94,1,viewAppPage,12.978913520909586
582,94,1,galleryScroll,12.979401827727337
583,94,1,galleryScroll,12.979696650400044
584,94,1,galleryScroll,12.979737502133677
585,95,0,serverInit,13.063569132954676
586,95,0,viewAppPage,13.063586812979182
587,95,0,galleryScroll,13.06445296102898
588,95,0,galleryScroll,13.064538317822596
589,95,0,galleryScroll,13.064745775166923
590,95,0,galleryScroll,13.065388924603528
591,95,0,galleryScroll,13.06560959961732
592,96,0,serverInit,13.093104680091798
593,96,0,viewAppPage,13.093381867163004
594,96,0,galleryScroll,13.094015045811645
595,96,0,galleryScroll,13.094447305149004
596,96,0,galleryScroll,13.094618641682304
597,96,0,galleryScroll,13.094854575167341
598,96,0,galleryScroll,13.094983688653052
599,97,2,serverInit,13.106505051097455
600,97,2,viewAppPage,13.10662505026273
601,98,0,serverInit,13.130177081501374
602,98,0,viewAppPage,13.130247727569627
603,98,0,galleryScroll,13.131329215529252
604,98,0,galleryScroll,13.132044335820794
605,98,0,galleryScroll,13.132256746286178
606,98,0,galleryScroll,13.13260243023803
607,98,0,galleryScroll,13.132900189953476
608,99,2,serverInit,13.13660736020653
609,99,2,viewAppPage,13.136732810190445
610,100,0,serverInit,13.142880380800614
611,100,0,viewAppPage,13.142907449157455
612,100,0,appPageScroll,13.143286969521164
613,100,0,appPageScroll,13.143422496683511
614,100,0,appPageScroll,13.143837387420907
615,100,0,appPageScroll,13.144127132454365
616,100,0,galleryScroll,13.14414464776997
617,100,0,galleryScroll,13.144930835309005
618,100,0,galleryScroll,13.144986254197027
619,100,0,galleryScroll,13.14501591264273
620,101,1,serverInit,13.180922208649417
621,101,1,viewAppPage,13.181003695526906
622,101,1,galleryScroll,13.181170830941213
623,101,1,appRedirect,13.181641985542152
624,102,2,serverInit,13.226122881929903
625,102,2,viewAppPage,13.226577862006266
626,103,1,serverInit,13.331389644945999
627,103,1,viewAppPage,13.331414656085517
628,103,1,galleryScroll,13.33158792194792
629,103,1,appRedirect,13.331989787923941
630,104,1,serverInit,13.38737838493123
631,104,1,viewAppPage,13.387519596694366
632,104,1,appPageScroll,13.390106982109524
633,104,1,appPageScroll,13.390117940858163
634,104,1,appPageScroll,13.390128588107958
635,105,0,serverInit,13.410448185822402
636,105,0,viewAppPage,13.41052117095297
637,105,0,galleryScroll,13.410579993170405
638,105,0,galleryScroll,13.411326400582228
639,105,0,galleryScroll,13.411471562137935
640,105,0,appRedirect,13.411565082695546
641,106,1,serverInit,13.413215270886033
642,106,1,viewAppPage,13.413268905570954
643,107,2,serverInit,13.432954614002204
644,107,2,viewAppPage,13.433096126583367
645,107,2,appPageScroll,13.433105492362069
646,107,2,appPageScroll,13.433261492654776
647,107,2,appPageScroll,13.433298350269304
648,108,0,serverInit,13.5103135989693
649,108,0,viewAppPage,13.510530207624852
650,108,0,galleryScroll,13.511744465684579
651,108,0,galleryScroll,13.511895170339564
652,108,0,galleryScroll,13.512714239284513
653,108,0,galleryScroll,13.512720876456415
654,108,0,galleryScroll,13.512808652911566
655,108,0,appRedirect,13.513170695051107
656,109,2,serverInit,13.555883295390776
657,110,2,serverInit,13.575405982398719
658,110,2,viewAppPage,13.575502062179217
659,110,2,galleryScroll,13.575992712330425
660,110,2,galleryScroll,13.575994264364034
661,110,2,galleryScroll,13.576054120436275
662,110,2,galleryScroll,13.576477047019239
663,111,1,serverInit,13.593273106093164
664,111,1,viewAppPage,13.593817116047067
665,112,1,serverInit,13.60050493961191
666,112,1,viewAppPage,13.600513086072038
667,112,1,galleryScroll,13.600554239187662
668,112,1,galleryScroll,13.60085087730149
669,112,1,galleryScroll,13.60101091461396
670,112,1,galleryScroll,13.601282361490325
671,112,1,galleryScroll,13.601532780904819
672,113,0,serverInit,13.606241950901794
673,113,0,viewAppPage,13.60628610361435
674,113,0,galleryScroll,13.606498993073298
675,113,0,galleryScroll,13.606538538829087
676,113,0,galleryScroll,13.606755825189053
677,113,0,galleryScroll,13.607101859764096
